# Square Foot,Year Built,Price
1990.91,1994.00,1227.26
2030.30,1994.00,1261.13
2069.70,1994.00,1207.08
2109.09,1994.00,1214.32
2148.48,1994.00,1171.45
2187.88,1994.00,1302.13
2227.27,1994.00,1263.29
2266.67,1994.00,1346.87
2306.06,1994.00,1306.45
2345.45,1994.00,1258.79
2384.85,1994.00,1314.62
2424.24,1994.00,1283.83
2463.64,1994.00,1307.71
2503.03,1994.00,1266.69
2542.42,1994.00,1342.12
2581.82,1994.00,1373.57
2621.21,1994.00,1246.39
2660.61,1994.00,1316.96
2700.00,1994.00,1318.92
2739.39,1994.00,1405.62
2778.79,1994.00,1401.22
2818.18,1994.00,1389.23
2857.58,1994.00,1314.31
2896.97,1994.00,1345.22
2936.36,1994.00,1399.24
2975.76,1994.00,1350.24
3015.15,1994.00,1404.00
3054.55,1994.00,1310.10
3093.94,1994.00,1464.11
3133.33,1994.00,1427.51
3172.73,1994.00,1414.78
3212.12,1994.00,1497.61
3251.52,1994.00,1420.74
3290.91,1994.00,1620.75
3330.30,1994.00,1410.50
3369.70,1994.00,1433.40
3409.09,1994.00,1474.38
3448.48,1994.00,1441.97
3487.88,1994.00,1579.98
3527.27,1994.00,1512.98
3566.67,1994.00,1443.80
3606.06,1994.00,1479.13
3645.45,1994.00,1401.89
3684.85,1994.00,1354.80
3724.24,1994.00,1602.02
3763.64,1994.00,1507.58
3803.03,1994.00,1518.11
3842.42,1994.00,1525.13
3881.82,1994.00,1531.86
3921.21,1994.00,1528.83
3960.61,1994.00,1551.20
4000.00,1994.00,1550.76
100.00,1994.00,587.82
139.39,1994.00,691.96
178.79,1994.00,707.50
218.18,1994.00,790.33
257.58,1994.00,759.31
296.97,1994.00,801.42
336.36,1994.00,842.02
375.76,1994.00,773.56
415.15,1994.00,770.61
454.55,1994.00,931.63
493.94,1994.00,915.77
533.33,1994.00,903.02
572.73,1994.00,937.29
612.12,1994.00,943.77
651.52,1994.00,942.06
690.91,1994.00,866.71
730.30,1994.00,993.83
769.70,1994.00,874.53
809.09,1994.00,946.18
848.48,1994.00,973.10
887.88,1994.00,999.59
927.27,1994.00,1108.17
966.67,1994.00,1022.19
1006.06,1994.00,1032.38
1045.45,1994.00,1061.40
1084.85,1994.00,1001.76
1124.24,1994.00,1086.58
1163.64,1994.00,1087.99
1203.03,1994.00,1127.65
1242.42,1994.00,1114.00
1281.82,1994.00,1119.33
1321.21,1994.00,1127.79
1360.61,1994.00,1133.30
1400.00,1994.00,1087.74
1439.39,1994.00,1168.66
1478.79,1994.00,1140.32
1518.18,1994.00,1087.61
1557.58,1994.00,1227.53
1596.97,1994.00,1228.81
1636.36,1994.00,1181.18
1675.76,1994.00,1242.71
1715.15,1994.00,1117.42
1754.55,1994.00,1165.80
1793.94,1994.00,1099.20
1833.33,1994.00,1203.02
1872.73,1994.00,1270.91
1912.12,1994.00,1185.72
1951.52,1994.00,1291.70
1990.91,1994.00,1221.00
2030.30,1994.00,1258.45
2069.70,1994.00,1282.57
2109.09,1994.00,1256.78
2148.48,1994.00,1290.68
2187.88,1994.00,1284.68
2227.27,1994.00,1306.32
2266.67,1994.00,1293.81
2306.06,1994.00,1229.14
2345.45,1994.00,1311.47
2384.85,1994.00,1341.26
2424.24,1994.00,1301.48
2463.64,1994.00,1384.65
2503.03,1994.00,1381.41
2542.42,1994.00,1357.70
2581.82,1994.00,1372.80
2621.21,1994.00,1357.69
2660.61,1994.00,1273.06
2700.00,1994.00,1444.65
2739.39,1994.00,1448.41
2778.79,1994.00,1383.92
2818.18,1994.00,1320.52
2857.58,1994.00,1362.86
2896.97,1994.00,1414.49
2936.36,1994.00,1385.32
2975.76,1994.00,1340.12
3015.15,1994.00,1393.60
3054.55,1994.00,1371.39
3093.94,1994.00,1361.56
3133.33,1994.00,1403.39
3172.73,1994.00,1463.25
3212.12,1994.00,1450.61
3251.52,1994.00,1467.81
3290.91,1994.00,1392.73
3330.30,1994.00,1427.08
3369.70,1994.00,1417.92
3409.09,1994.00,1433.04
3448.48,1994.00,1452.04
3487.88,1994.00,1404.42
3527.27,1994.00,1545.12
3566.67,1994.00,1472.49
3606.06,1994.00,1475.69
3645.45,1994.00,1576.89
3684.85,1994.00,1502.74
3724.24,1994.00,1517.32
3763.64,1994.00,1444.50
3803.03,1994.00,1431.21
3842.42,1994.00,1475.68
3881.82,1994.00,1465.41
3921.21,1994.00,1619.43
3960.61,1994.00,1557.69
4000.00,1994.00,1525.24
100.00,1994.00,560.31
139.39,1994.00,700.74
178.79,1994.00,620.69
218.18,1994.00,798.17
257.58,1994.00,816.02
296.97,1994.00,786.00
336.36,1994.00,862.04
375.76,1994.00,795.28
415.15,1994.00,942.14
454.55,1994.00,822.84
493.94,1994.00,930.84
533.33,1994.00,843.97
572.73,1994.00,912.29
612.12,1994.00,951.53
651.52,1994.00,823.18
690.91,1994.00,888.82
730.30,1994.00,980.63
769.70,1994.00,1028.13
809.09,1994.00,1067.42
848.48,1994.00,967.51
887.88,1994.00,970.13
927.27,1994.00,1032.19
966.67,1994.00,960.12
1006.06,1994.00,1041.62
1045.45,1994.00,996.26
1084.85,1994.00,1021.80
1124.24,1994.00,1011.57
1163.64,1994.00,1093.18
1203.03,1994.00,1090.08
1242.42,1994.00,1045.62
1281.82,1994.00,1152.39
1321.21,1994.00,1162.59
1360.61,1994.00,1101.49
1400.00,1994.00,1103.14
1439.39,1994.00,1223.35
1478.79,1994.00,1170.93
1518.18,1994.00,1217.53
1557.58,1994.00,1160.79
1596.97,1994.00,1155.20
1636.36,1994.00,1093.16
1675.76,1994.00,1212.18
1715.15,1994.00,1246.42
1754.55,1994.00,1219.47
1793.94,1994.00,1110.46
1833.33,1994.00,1171.56
1872.73,1994.00,1241.84
1912.12,1994.00,1222.94
1951.52,1994.00,1257.69
1990.91,1994.00,1273.58
2030.30,1994.00,1213.97
2069.70,1994.00,1212.77
2109.09,1994.00,1287.65
2148.48,1994.00,1350.24
2187.88,1994.00,1212.09
2227.27,1994.00,1294.87
2266.67,1994.00,1311.75
2306.06,1994.00,1221.21
2345.45,1994.00,1330.97
2384.85,1994.00,1332.63
2424.24,1994.00,1258.31
2463.64,1994.00,1302.63
2503.03,1994.00,1381.33
2542.42,1994.00,1316.64
2581.82,1994.00,1338.93
2621.21,1994.00,1276.60
2660.61,1994.00,1356.72
2700.00,1994.00,1354.64
2739.39,1994.00,1262.84
2778.79,1994.00,1467.47
2818.18,1994.00,1412.88
2857.58,1994.00,1355.77
2896.97,1994.00,1345.87
2936.36,1994.00,1471.23
2975.76,1994.00,1399.87
3015.15,1994.00,1358.84
3054.55,1994.00,1453.28
3093.94,1994.00,1455.08
3133.33,1994.00,1448.60
3172.73,1994.00,1408.86
3212.12,1994.00,1458.47
3251.52,1994.00,1457.32
3290.91,1994.00,1321.68
3330.30,1994.00,1455.07
3369.70,1994.00,1385.58
3409.09,1994.00,1418.45
3448.48,1994.00,1473.48
3487.88,1994.00,1487.64
3527.27,1994.00,1426.93
3566.67,1994.00,1467.42
3606.06,1994.00,1411.29
3645.45,1994.00,1544.68
3684.85,1994.00,1523.73
3724.24,1994.00,1481.40
3763.64,1994.00,1526.27
3803.03,1994.00,1561.11
3842.42,1994.00,1543.27
3881.82,1994.00,1526.26
3921.21,1994.00,1463.96
3960.61,1994.00,1561.29
4000.00,1994.00,1453.74
100.00,1995.00,686.72
139.39,1995.00,775.54
178.79,1995.00,730.25
218.18,1995.00,705.80
257.58,1995.00,778.80
296.97,1995.00,852.55
336.36,1995.00,802.05
375.76,1995.00,873.24
415.15,1995.00,855.43
454.55,1995.00,980.69
493.94,1995.00,955.59
533.33,1995.00,926.03
572.73,1995.00,995.78
612.12,1995.00,948.26
651.52,1995.00,991.61
690.91,1995.00,948.59
730.30,1995.00,952.66
769.70,1995.00,971.54
809.09,1995.00,1044.50
848.48,1995.00,1048.37
887.88,1995.00,1026.31
927.27,1995.00,1095.97
966.67,1995.00,1029.81
1006.06,1995.00,1095.32
1045.45,1995.00,1100.50
1084.85,1995.00,1098.58
1124.24,1995.00,1117.56
1163.64,1995.00,1201.35
1203.03,1995.00,1079.67
1242.42,1995.00,1119.32
1281.82,1995.00,1166.91
1321.21,1995.00,1153.12
1360.61,1995.00,1059.04
1400.00,1995.00,1123.92
1439.39,1995.00,1182.83
1478.79,1995.00,1284.97
1518.18,1995.00,1181.81
1557.58,1995.00,1203.25
1596.97,1995.00,1157.23
1636.36,1995.00,1185.00
1675.76,1995.00,1276.93
1715.15,1995.00,1217.36
1754.55,1995.00,1159.19
1793.94,1995.00,1288.97
1833.33,1995.00,1315.49
1872.73,1995.00,1172.89
1912.12,1995.00,1303.08
1951.52,1995.00,1367.79
1990.91,1995.00,1275.32
2030.30,1995.00,1268.36
2069.70,1995.00,1296.48
2109.09,1995.00,1305.89
2148.48,1995.00,1309.27
2187.88,1995.00,1343.97
2227.27,1995.00,1392.81
2266.67,1995.00,1356.78
2306.06,1995.00,1318.43
2345.45,1995.00,1307.55
2384.85,1995.00,1326.64
2424.24,1995.00,1293.97
2463.64,1995.00,1349.79
2503.03,1995.00,1336.18
2542.42,1995.00,1341.44
2581.82,1995.00,1328.37
2621.21,1995.00,1349.28
2660.61,1995.00,1422.39
2700.00,1995.00,1298.94
2739.39,1995.00,1368.26
2778.79,1995.00,1388.03
2818.18,1995.00,1424.73
2857.58,1995.00,1336.13
2896.97,1995.00,1407.84
2936.36,1995.00,1360.68
2975.76,1995.00,1509.62
3015.15,1995.00,1436.91
3054.55,1995.00,1458.20
3093.94,1995.00,1450.59
3133.33,1995.00,1511.28
3172.73,1995.00,1398.69
3212.12,1995.00,1403.26
3251.52,1995.00,1537.09
3290.91,1995.00,1526.28
3330.30,1995.00,1432.68
3369.70,1995.00,1517.23
3409.09,1995.00,1425.76
3448.48,1995.00,1459.75
3487.88,1995.00,1544.17
3527.27,1995.00,1476.86
3566.67,1995.00,1503.95
3606.06,1995.00,1552.60
3645.45,1995.00,1483.34
3684.85,1995.00,1613.59
3724.24,1995.00,1602.25
3763.64,1995.00,1568.96
3803.03,1995.00,1510.90
3842.42,1995.00,1515.63
3881.82,1995.00,1501.93
3921.21,1995.00,1566.58
3960.61,1995.00,1574.70
4000.00,1995.00,1659.21
100.00,1995.00,676.89
139.39,1995.00,778.09
178.79,1995.00,770.02
218.18,1995.00,810.37
257.58,1995.00,867.67
296.97,1995.00,812.05
336.36,1995.00,801.80
375.76,1995.00,894.37
415.15,1995.00,895.69
454.55,1995.00,901.53
493.94,1995.00,931.00
533.33,1995.00,999.58
572.73,1995.00,1056.33
612.12,1995.00,925.47
651.52,1995.00,932.36
690.91,1995.00,1027.17
730.30,1995.00,1002.62
769.70,1995.00,943.52
809.09,1995.00,1040.42
848.48,1995.00,1003.32
887.88,1995.00,1058.05
927.27,1995.00,1040.68
966.67,1995.00,1045.82
1006.06,1995.00,1061.32
1045.45,1995.00,1113.68
1084.85,1995.00,1076.15
1124.24,1995.00,1152.85
1163.64,1995.00,1122.47
1203.03,1995.00,1038.58
1242.42,1995.00,1107.70
1281.82,1995.00,1076.25
1321.21,1995.00,1225.71
1360.61,1995.00,1125.33
1400.00,1995.00,1153.92
1439.39,1995.00,1206.48
1478.79,1995.00,1134.71
1518.18,1995.00,1186.76
1557.58,1995.00,1266.70
1596.97,1995.00,1169.88
1636.36,1995.00,1268.26
1675.76,1995.00,1217.64
1715.15,1995.00,1258.06
1754.55,1995.00,1313.91
1793.94,1995.00,1250.74
1833.33,1995.00,1227.90
1872.73,1995.00,1280.01
1912.12,1995.00,1255.24
1951.52,1995.00,1301.44
1990.91,1995.00,1310.22
2030.30,1995.00,1274.78
2069.70,1995.00,1267.05
2109.09,1995.00,1276.22
2148.48,1995.00,1368.33
2187.88,1995.00,1337.84
2227.27,1995.00,1283.62
2266.67,1995.00,1298.40
2306.06,1995.00,1453.20
2345.45,1995.00,1437.48
2384.85,1995.00,1351.18
2424.24,1995.00,1310.12
2463.64,1995.00,1363.98
2503.03,1995.00,1237.60
2542.42,1995.00,1387.87
2581.82,1995.00,1395.38
2621.21,1995.00,1466.09
2660.61,1995.00,1379.88
2700.00,1995.00,1459.90
2739.39,1995.00,1382.03
2778.79,1995.00,1301.79
2818.18,1995.00,1457.46
2857.58,1995.00,1401.83
2896.97,1995.00,1443.33
2936.36,1995.00,1378.39
2975.76,1995.00,1458.09
3015.15,1995.00,1526.87
3054.55,1995.00,1477.47
3093.94,1995.00,1385.28
3133.33,1995.00,1463.21
3172.73,1995.00,1471.54
3212.12,1995.00,1491.62
3251.52,1995.00,1488.17
3290.91,1995.00,1519.87
3330.30,1995.00,1452.24
3369.70,1995.00,1487.03
3409.09,1995.00,1501.16
3448.48,1995.00,1531.21
3487.88,1995.00,1519.61
3527.27,1995.00,1431.15
3566.67,1995.00,1559.85
3606.06,1995.00,1510.20
3645.45,1995.00,1559.21
3684.85,1995.00,1508.92
3724.24,1995.00,1559.95
3763.64,1995.00,1564.11
3803.03,1995.00,1553.87
3842.42,1995.00,1518.89
3881.82,1995.00,1575.66
3921.21,1995.00,1582.06
3960.61,1995.00,1525.96
4000.00,1995.00,1497.54
100.00,1995.00,631.69
139.39,1995.00,704.77
178.79,1995.00,652.02
218.18,1995.00,720.15
257.58,1995.00,800.09
296.97,1995.00,863.96
336.36,1995.00,871.40
375.76,1995.00,852.13
415.15,1995.00,876.44
454.55,1995.00,880.98
493.94,1995.00,1030.36
533.33,1995.00,867.81
572.73,1995.00,879.99
612.12,1995.00,937.69
651.52,1995.00,937.45
690.91,1995.00,1013.28
730.30,1995.00,1013.24
769.70,1995.00,1060.93
809.09,1995.00,1049.42
848.48,1995.00,1053.54
887.88,1995.00,999.51
927.27,1995.00,1064.34
966.67,1995.00,1042.31
1006.06,1995.00,1024.28
1045.45,1995.00,1133.17
1084.85,1995.00,1015.81
1124.24,1995.00,1127.30
1163.64,1995.00,1221.95
1203.03,1995.00,1051.34
1242.42,1995.00,1154.03
1281.82,1995.00,1156.42
1321.21,1995.00,1173.00
1360.61,1995.00,1141.79
1400.00,1995.00,1073.37
1439.39,1995.00,1163.77
1478.79,1995.00,1162.80
1518.18,1995.00,1123.35
1557.58,1995.00,1225.16
1596.97,1995.00,1227.05
1636.36,1995.00,1165.25
1675.76,1995.00,1187.79
1715.15,1995.00,1180.36
1754.55,1995.00,1210.32
1793.94,1995.00,1216.87
1833.33,1995.00,1348.24
1872.73,1995.00,1274.26
1912.12,1995.00,1304.54
1951.52,1995.00,1265.79
1990.91,1995.00,1365.19
2030.30,1995.00,1378.33
2069.70,1995.00,1296.60
2109.09,1995.00,1196.76
2148.48,1995.00,1348.38
2187.88,1995.00,1333.03
2227.27,1995.00,1313.06
2266.67,1995.00,1330.36
2306.06,1995.00,1357.14
2345.45,1995.00,1346.79
2384.85,1995.00,1291.64
2424.24,1995.00,1287.17
2463.64,1995.00,1407.11
2503.03,1995.00,1358.21
2542.42,1995.00,1437.84
2581.82,1995.00,1300.42
2621.21,1995.00,1367.44
2660.61,1995.00,1466.15
2700.00,1995.00,1432.47
2739.39,1995.00,1491.38
2778.79,1995.00,1381.53
2818.18,1995.00,1423.42
2857.58,1995.00,1314.94
2896.97,1995.00,1429.68
2936.36,1995.00,1432.90
2975.76,1995.00,1499.32
3015.15,1995.00,1417.85
3054.55,1995.00,1474.20
3093.94,1995.00,1466.52
3133.33,1995.00,1397.64
3172.73,1995.00,1452.75
3212.12,1995.00,1438.70
3251.52,1995.00,1461.73
3290.91,1995.00,1435.76
3330.30,1995.00,1457.70
3369.70,1995.00,1478.87
3409.09,1995.00,1531.97
3448.48,1995.00,1519.94
3487.88,1995.00,1439.40
3527.27,1995.00,1451.62
3566.67,1995.00,1549.60
3606.06,1995.00,1506.50
3645.45,1995.00,1651.02
3684.85,1995.00,1511.53
3724.24,1995.00,1577.30
3763.64,1995.00,1439.62
3803.03,1995.00,1654.75
3842.42,1995.00,1535.24
3881.82,1995.00,1572.76
3921.21,1995.00,1487.95
3960.61,1995.00,1542.64
4000.00,1995.00,1541.87
100.00,1996.00,646.84
139.39,1996.00,722.10
178.79,1996.00,773.82
218.18,1996.00,776.43
257.58,1996.00,890.19
296.97,1996.00,843.25
336.36,1996.00,924.25
375.76,1996.00,1003.12
415.15,1996.00,964.03
454.55,1996.00,929.26
493.94,1996.00,979.77
533.33,1996.00,899.47
572.73,1996.00,951.54
612.12,1996.00,1066.75
651.52,1996.00,985.51
690.91,1996.00,1070.50
730.30,1996.00,1063.03
769.70,1996.00,1119.78
809.09,1996.00,1104.30
848.48,1996.00,1083.56
887.88,1996.00,1087.30
927.27,1996.00,1078.56
966.67,1996.00,1071.36
1006.06,1996.00,1110.30
1045.45,1996.00,1049.11
1084.85,1996.00,1127.47
1124.24,1996.00,1166.46
1163.64,1996.00,1137.90
1203.03,1996.00,1106.37
1242.42,1996.00,1037.47
1281.82,1996.00,1170.47
1321.21,1996.00,1145.50
1360.61,1996.00,1208.35
1400.00,1996.00,1136.28
1439.39,1996.00,1257.32
1478.79,1996.00,1187.66
1518.18,1996.00,1169.92
1557.58,1996.00,1285.39
1596.97,1996.00,1263.98
1636.36,1996.00,1163.51
1675.76,1996.00,1277.26
1715.15,1996.00,1302.51
1754.55,1996.00,1356.36
1793.94,1996.00,1316.89
1833.33,1996.00,1230.82
1872.73,1996.00,1260.04
1912.12,1996.00,1360.49
1951.52,1996.00,1334.36
1990.91,1996.00,1339.50
2030.30,1996.00,1271.37
2069.70,1996.00,1293.94
2109.09,1996.00,1274.85
2148.48,1996.00,1288.16
2187.88,1996.00,1291.06
2227.27,1996.00,1315.77
2266.67,1996.00,1355.61
2306.06,1996.00,1307.60
2345.45,1996.00,1346.62
2384.85,1996.00,1348.32
2424.24,1996.00,1317.24
2463.64,1996.00,1372.52
2503.03,1996.00,1377.90
2542.42,1996.00,1400.75
2581.82,1996.00,1383.47
2621.21,1996.00,1402.01
2660.61,1996.00,1435.97
2700.00,1996.00,1413.11
2739.39,1996.00,1495.73
2778.79,1996.00,1449.57
2818.18,1996.00,1459.20
2857.58,1996.00,1435.91
2896.97,1996.00,1486.79
2936.36,1996.00,1484.09
2975.76,1996.00,1354.54
3015.15,1996.00,1395.28
3054.55,1996.00,1511.02
3093.94,1996.00,1476.97
3133.33,1996.00,1483.99
3172.73,1996.00,1499.10
3212.12,1996.00,1518.94
3251.52,1996.00,1483.27
3290.91,1996.00,1495.76
3330.30,1996.00,1536.31
3369.70,1996.00,1460.47
3409.09,1996.00,1426.29
3448.48,1996.00,1466.20
3487.88,1996.00,1537.04
3527.27,1996.00,1580.72
3566.67,1996.00,1627.35
3606.06,1996.00,1488.24
3645.45,1996.00,1526.63
3684.85,1996.00,1589.93
3724.24,1996.00,1550.07
3763.64,1996.00,1540.85
3803.03,1996.00,1632.84
3842.42,1996.00,1666.73
3881.82,1996.00,1615.83
3921.21,1996.00,1545.14
3960.61,1996.00,1599.12
4000.00,1996.00,1630.68
100.00,1997.00,688.63
139.39,1997.00,738.84
178.79,1997.00,787.06
218.18,1997.00,784.86
257.58,1997.00,793.54
296.97,1997.00,916.01
336.36,1997.00,990.77
375.76,1997.00,889.88
415.15,1997.00,919.28
454.55,1997.00,941.45
493.94,1997.00,1023.10
533.33,1997.00,1025.64
572.73,1997.00,1069.17
612.12,1997.00,1066.30
651.52,1997.00,1105.62
690.91,1997.00,1050.93
730.30,1997.00,1080.41
769.70,1997.00,1125.52
809.09,1997.00,1083.91
848.48,1997.00,1116.98
887.88,1997.00,1194.68
927.27,1997.00,1147.48
966.67,1997.00,1137.90
1006.06,1997.00,1140.27
1045.45,1997.00,1164.24
1084.85,1997.00,1089.28
1124.24,1997.00,1123.91
1163.64,1997.00,1162.73
1203.03,1997.00,1218.14
1242.42,1997.00,1238.95
1281.82,1997.00,1221.72
1321.21,1997.00,1250.33
1360.61,1997.00,1176.45
1400.00,1997.00,1334.61
1439.39,1997.00,1264.28
1478.79,1997.00,1283.14
1518.18,1997.00,1248.60
1557.58,1997.00,1293.23
1596.97,1997.00,1221.73
1636.36,1997.00,1284.94
1675.76,1997.00,1287.56
1715.15,1997.00,1380.97
1754.55,1997.00,1315.95
1793.94,1997.00,1235.95
1833.33,1997.00,1349.80
1872.73,1997.00,1427.90
1912.12,1997.00,1430.42
1951.52,1997.00,1351.41
1990.91,1997.00,1397.41
2030.30,1997.00,1413.23
2069.70,1997.00,1315.25
2109.09,1997.00,1401.43
2148.48,1997.00,1335.23
2187.88,1997.00,1415.57
2227.27,1997.00,1344.00
2266.67,1997.00,1345.81
2306.06,1997.00,1404.47
2345.45,1997.00,1382.94
2384.85,1997.00,1379.20
2424.24,1997.00,1404.43
2463.64,1997.00,1466.91
2503.03,1997.00,1424.72
2542.42,1997.00,1369.50
2581.82,1997.00,1379.87
2621.21,1997.00,1518.70
2660.61,1997.00,1512.01
2700.00,1997.00,1446.98
2739.39,1997.00,1428.81
2778.79,1997.00,1479.84
2818.18,1997.00,1546.47
2857.58,1997.00,1514.87
2896.97,1997.00,1566.49
2936.36,1997.00,1610.68
2975.76,1997.00,1603.22
3015.15,1997.00,1478.78
3054.55,1997.00,1507.62
3093.94,1997.00,1541.39
3133.33,1997.00,1513.11
3172.73,1997.00,1576.21
3212.12,1997.00,1586.21
3251.52,1997.00,1617.65
3290.91,1997.00,1507.77
3330.30,1997.00,1520.44
3369.70,1997.00,1633.20
3409.09,1997.00,1550.70
3448.48,1997.00,1555.48
3487.88,1997.00,1598.51
3527.27,1997.00,1555.56
3566.67,1997.00,1620.47
3606.06,1997.00,1611.89
3645.45,1997.00,1581.63
3684.85,1997.00,1521.43
3724.24,1997.00,1684.74
3763.64,1997.00,1626.67
3803.03,1997.00,1622.99
3842.42,1997.00,1652.57
3881.82,1997.00,1651.31
3921.21,1997.00,1558.82
3960.61,1997.00,1588.30
4000.00,1997.00,1665.51
100.00,1997.00,651.28
139.39,1997.00,841.69
178.79,1997.00,878.72
218.18,1997.00,761.41
257.58,1997.00,835.47
296.97,1997.00,892.60
336.36,1997.00,902.05
375.76,1997.00,961.84
415.15,1997.00,956.13
454.55,1997.00,952.95
493.94,1997.00,1012.07
533.33,1997.00,980.23
572.73,1997.00,1121.60
612.12,1997.00,1055.09
651.52,1997.00,1026.77
690.91,1997.00,1037.69
730.30,1997.00,1097.42
769.70,1997.00,1147.63
809.09,1997.00,1130.88
848.48,1997.00,1141.31
887.88,1997.00,1111.41
927.27,1997.00,1093.84
966.67,1997.00,1165.25
1006.06,1997.00,1195.85
1045.45,1997.00,1081.22
1084.85,1997.00,1144.67
1124.24,1997.00,1104.55
1163.64,1997.00,1208.07
1203.03,1997.00,1203.80
1242.42,1997.00,1080.55
1281.82,1997.00,1244.65
1321.21,1997.00,1171.95
1360.61,1997.00,1232.90
1400.00,1997.00,1208.89
1439.39,1997.00,1248.47
1478.79,1997.00,1180.85
1518.18,1997.00,1192.50
1557.58,1997.00,1306.73
1596.97,1997.00,1190.58
1636.36,1997.00,1309.54
1675.76,1997.00,1131.64
1715.15,1997.00,1330.80
1754.55,1997.00,1372.86
1793.94,1997.00,1317.35
1833.33,1997.00,1307.52
1872.73,1997.00,1262.27
1912.12,1997.00,1292.29
1951.52,1997.00,1403.11
1990.91,1997.00,1316.31
2030.30,1997.00,1356.65
2069.70,1997.00,1395.47
2109.09,1997.00,1398.18
2148.48,1997.00,1330.85
2187.88,1997.00,1379.23
2227.27,1997.00,1430.61
2266.67,1997.00,1427.21
2306.06,1997.00,1359.38
2345.45,1997.00,1357.95
2384.85,1997.00,1419.75
2424.24,1997.00,1485.42
2463.64,1997.00,1421.61
2503.03,1997.00,1496.52
2542.42,1997.00,1454.12
2581.82,1997.00,1434.77
2621.21,1997.00,1461.65
2660.61,1997.00,1433.77
2700.00,1997.00,1414.82
2739.39,1997.00,1536.16
2778.79,1997.00,1544.71
2818.18,1997.00,1398.05
2857.58,1997.00,1496.34
2896.97,1997.00,1425.64
2936.36,1997.00,1516.37
2975.76,1997.00,1458.04
3015.15,1997.00,1530.80
3054.55,1997.00,1400.87
3093.94,1997.00,1503.46
3133.33,1997.00,1519.34
3172.73,1997.00,1472.68
3212.12,1997.00,1494.22
3251.52,1997.00,1547.44
3290.91,1997.00,1541.00
3330.30,1997.00,1535.68
3369.70,1997.00,1550.57
3409.09,1997.00,1606.33
3448.48,1997.00,1586.97
3487.88,1997.00,1459.80
3527.27,1997.00,1530.08
3566.67,1997.00,1553.70
3606.06,1997.00,1547.36
3645.45,1997.00,1636.64
3684.85,1997.00,1554.03
3724.24,1997.00,1645.50
3763.64,1997.00,1585.74
3803.03,1997.00,1618.95
3842.42,1997.00,1541.20
3881.82,1997.00,1694.10
3921.21,1997.00,1659.47
3960.61,1997.00,1621.18
4000.00,1997.00,1645.12
100.00,1998.00,656.08
139.39,1998.00,805.42
178.79,1998.00,932.87
218.18,1998.00,925.27
257.58,1998.00,1104.71
296.97,1998.00,981.82
336.36,1998.00,837.33
375.76,1998.00,1053.40
415.15,1998.00,990.71
454.55,1998.00,1164.51
493.94,1998.00,1040.59
533.33,1998.00,1016.57
572.73,1998.00,1011.48
612.12,1998.00,1120.10
651.52,1998.00,1074.30
690.91,1998.00,1135.76
730.30,1998.00,1116.57
769.70,1998.00,1235.55
809.09,1998.00,1143.98
848.48,1998.00,1099.87
887.88,1998.00,1162.41
927.27,1998.00,1176.12
966.67,1998.00,1079.61
1006.06,1998.00,1238.97
1045.45,1998.00,1129.96
1084.85,1998.00,1123.30
1124.24,1998.00,1295.08
1163.64,1998.00,1189.86
1203.03,1998.00,1200.77
1242.42,1998.00,1186.35
1281.82,1998.00,1265.79
1321.21,1998.00,1282.67
1360.61,1998.00,1242.14
1400.00,1998.00,1307.69
1439.39,1998.00,1301.62
1478.79,1998.00,1270.95
1518.18,1998.00,1313.60
1557.58,1998.00,1317.09
1596.97,1998.00,1373.31
1636.36,1998.00,1363.11
1675.76,1998.00,1377.83
1715.15,1998.00,1289.00
1754.55,1998.00,1373.35
1793.94,1998.00,1356.19
1833.33,1998.00,1365.02
1872.73,1998.00,1364.38
1912.12,1998.00,1292.37
1951.52,1998.00,1376.86
1990.91,1998.00,1361.45
2030.30,1998.00,1345.87
2069.70,1998.00,1404.45
2109.09,1998.00,1385.30
2148.48,1998.00,1371.40
2187.88,1998.00,1403.85
2227.27,1998.00,1452.45
2266.67,1998.00,1404.37
2306.06,1998.00,1530.05
2345.45,1998.00,1439.65
2384.85,1998.00,1461.65
2424.24,1998.00,1439.77
2463.64,1998.00,1441.81
2503.03,1998.00,1479.34
2542.42,1998.00,1561.02
2581.82,1998.00,1441.65
2621.21,1998.00,1462.93
2660.61,1998.00,1437.02
2700.00,1998.00,1447.46
2739.39,1998.00,1540.76
2778.79,1998.00,1502.97
2818.18,1998.00,1513.23
2857.58,1998.00,1533.52
2896.97,1998.00,1568.60
2936.36,1998.00,1571.87
2975.76,1998.00,1441.12
3015.15,1998.00,1495.92
3054.55,1998.00,1552.29
3093.94,1998.00,1542.97
3133.33,1998.00,1542.84
3172.73,1998.00,1515.28
3212.12,1998.00,1586.71
3251.52,1998.00,1645.88
3290.91,1998.00,1604.93
3330.30,1998.00,1625.18
3369.70,1998.00,1584.98
3409.09,1998.00,1593.45
3448.48,1998.00,1549.03
3487.88,1998.00,1621.82
3527.27,1998.00,1562.71
3566.67,1998.00,1589.71
3606.06,1998.00,1577.27
3645.45,1998.00,1672.81
3684.85,1998.00,1642.56
3724.24,1998.00,1607.46
3763.64,1998.00,1640.01
3803.03,1998.00,1713.82
3842.42,1998.00,1754.61
3881.82,1998.00,1689.11
3921.21,1998.00,1639.06
3960.61,1998.00,1627.65
4000.00,1998.00,1703.16
100.00,1998.00,693.18
139.39,1998.00,708.61
178.79,1998.00,894.95
